index,product_name,about_product,review_title,review_content,img_link
1412,"fire-boltt ninja call pro plus <number> smart watch with bluetooth calling, ai voice assistance, <number> sports modes ip67 rating, <number> pixel high resolution","fire-boltt is india no <number> wearable watch brand q122 by idc worldwide quarterly wearable device tracker q122.bluetooth calling watch- fire-boltt ninja call pro plus smart watch enables you to make and receive calls directly from your watch via the built-in speaker and microphone. this smartwatch features a dial pad, option to access recent calls sync your phones contacts.1.83 hd display smartwatch- the <number> mm <number>-inch hd display makes the display clear and true-to-life, with vivid colours ensuring smooth readability and keeping the watch as exquisite to look at as when you first lay your eyes on it.ai voice assistant- with built-in voice assistant, you can simply speak to the smartwatch get things done on your command100 sport modes- track every trek you take or every football, cricket kabaddi match you play. with over <number> sports modes fire-boltt ninja call pro plus has you covered.fire-boltt health suite- with advanced technology and hrs chipset the smartwatch can give out near to accurate spo2, heart rate readings. this mini health device tracks your sleep to ensure glowing and fresh look each day","worth the money,good smart watch,the screen does not turn on and off on double tap, for that you have to press the button.,user friendly ui,best allrounder budget smartwatch under <number> k ,this smart watch is awesome,nice watch in budget,the step count is not that accurate but the call quality and other things are good","i liked it, worth the money, light weight and comfortable at every situation.this one i got here has stable ui,no lag even,feels premium mainly the soft strap and the cool crown button adds up much..the main reason i bought this because it brings all the features everyone needs today with out of the box looks.if someone feels that they have a thin wrist and it wouldnt fit them,dont worry.even i thought it wouldnt fit me coz i have a thin wrist but it was just fine.,in this watch, the screen does not turn on and off on double tap, for that you have to press the button and the battery also takes more than <number> hour instead of <number> minutes to get fully charged. and the battery also lasts only <number>-<number> days, just hope that in the future, if i update the software, then the double tap option will come.,watch is user friendly, ui is great.calling feature is great.this watch is different from others in music playing in watch speaker.great experience.watchfaces option is good.we can add watchfaces as we can.in my other watch this feature is missing.love this watch.,this smartwatch is perfect for beginners whos buy first time smartwatch. ninja call pro plus is recently launched so it comes with latest features and specifications. display is top notched and and brightness is enough for use at outdoor. heart measure and spo2 is well accurate all sensors are efficiently worked. reading of data is accurate near <number> to <number> you can trust on it at emergency situations. it comes with <number> sports mods all types of activities and sports are coverd. calling experience is also very nice, speaker and microphone is quite decent sufficient voice at indoor. but battery should be better it has require charge <number> time in day. <number> d curved display give awasome visual experience. strap quality is very soft and female also use it very smoothly. so overall it has best smartwatch under <number> k display, calling, sensors, bulit quality, battery back-up, sports mods, waterproof, etc. you should definitely go for this one. satisfied product.,this watch is very good but <number> problem im using this watch from <number> week and a few days back its pixels were droping, the screen was not working properly but after restarting, it was working properly and from then i didn,t face that problem again.,nice watch with good ui interface with calling feature. power packed with features in very low price. if you are on tight budget and looking for caling smartwatch you should definitely go for this one.,the build quality is great.the review about this watches are as followsgood call quality and google assistant supportthe ui experience is very smooth except the split screen feature its a little bit laggythe only thing that is only bad about this product is the step accuracy i feel like its a little bit lagging back but it catches up to it after a half an houryou can buy this product if you are on a tight budget and want calling and good ui experience you can buy this product",https://m.media-amazon.com/images/I/41ivjqdXb0L._SX300_SY300_QL70_ML2_.jpg
1413,"fire-boltt ninja call pro plus <number> smart watch with bluetooth calling, ai voice assistance, <number> sports modes ip67 rating, <number> pixel high resolution","fire-boltt is india no <number> wearable watch brand q122 by idc worldwide quarterly wearable device tracker q122.bluetooth calling watch- fire-boltt ninja call pro plus smartwatch enables you to make and receive calls directly from your watch via the built-in speaker and microphone. this smartwatch features a dial pad, option to access recent calls sync your phones contacts.1.83 hd display smart watch- the <number> mm <number>-inch hd display makes the display clear and true-to-life, with vivid colours ensuring smooth readability and keeping the watch as exquisite to look at as when you first lay your eyes on it.ai voice assistant- with built-in voice assistant, you can simply speak to the smartwatch get things done on your command100 sport modes- track every trek you take or every football, cricket kabaddi match you play. with over <number> sports modes fire-boltt ninja call pro plus has you covered.fire-boltt health suite- with advanced technology and hrs chipset the smartwatch can give out near to accurate spo2, heart rate readings. this mini health device tracks your sleep to ensure glowing and fresh look each day","worth the money,good smart watch,the screen does not turn on and off on double tap, for that you have to press the button.,user friendly ui,best allrounder budget smartwatch under <number> k ,this smart watch is awesome,nice watch in budget,the step count is not that accurate but the call quality and other things are good","i liked it, worth the money, light weight and comfortable at every situation.this one i got here has stable ui,no lag even,feels premium mainly the soft strap and the cool crown button adds up much..the main reason i bought this because it brings all the features everyone needs today with out of the box looks.if someone feels that they have a thin wrist and it wouldnt fit them,dont worry.even i thought it wouldnt fit me coz i have a thin wrist but it was just fine.,in this watch, the screen does not turn on and off on double tap, for that you have to press the button and the battery also takes more than <number> hour instead of <number> minutes to get fully charged. and the battery also lasts only <number>-<number> days, just hope that in the future, if i update the software, then the double tap option will come.,watch is user friendly, ui is great.calling feature is great.this watch is different from others in music playing in watch speaker.great experience.watchfaces option is good.we can add watchfaces as we can.in my other watch this feature is missing.love this watch.,this smartwatch is perfect for beginners whos buy first time smartwatch. ninja call pro plus is recently launched so it comes with latest features and specifications. display is top notched and and brightness is enough for use at outdoor. heart measure and spo2 is well accurate all sensors are efficiently worked. reading of data is accurate near <number> to <number> you can trust on it at emergency situations. it comes with <number> sports mods all types of activities and sports are coverd. calling experience is also very nice, speaker and microphone is quite decent sufficient voice at indoor. but battery should be better it has require charge <number> time in day. <number> d curved display give awasome visual experience. strap quality is very soft and female also use it very smoothly. so overall it has best smartwatch under <number> k display, calling, sensors, bulit quality, battery back-up, sports mods, waterproof, etc. you should definitely go for this one. satisfied product.,this watch is very good but <number> problem im using this watch from <number> week and a few days back its pixels were droping, the screen was not working properly but after restarting, it was working properly and from then i didn,t face that problem again.,nice watch with good ui interface with calling feature. power packed with features in very low price. if you are on tight budget and looking for caling smartwatch you should definitely go for this one.,the build quality is great.the review about this watches are as followsgood call quality and google assistant supportthe ui experience is very smooth except the split screen feature its a little bit laggythe only thing that is only bad about this product is the step accuracy i feel like its a little bit lagging back but it catches up to it after a half an houryou can buy this product if you are on a tight budget and want calling and good ui experience you can buy this product",https://m.media-amazon.com/images/I/41WCgGbvwhL._SX300_SY300_QL70_ML2_.jpg
1414,"personal size blender, portable blender, battery powered usb blender, with four blades, mini blender travel bottle for juice, shakes, and smoothies","easy to carry around- this handheld blender is equipped with a travel cover for easy carrying. you can drink nutritious juices, milkshakes or smoothies wherever you want, such as home, office, gym, travel or any other outdoor activities. in addition, it can be taken on the plane.portable design the unique design can separate the base and the cup body. the usb juicer cup is equipped with <number> mah rechargeable high-quality batteries that can be recharged in a variety of ways, like charging by power bank, ac adapter, and charging time is <number>-<number> hours fully charged can produce <number>-<number> cups of juice.food grade material- the portable blender is made by high-quality abs and silicone, food-grade material. it has unique safety design including silicone bottom, non-slip and shock absorption.this portable juicer is also a suitable gift for juice and travel enthusiasts.4 blade design- the portable blender for milkshakes and smoothies has a powerful motor base and <number> food-grade stainless steel <number> d blades.the sus304 stainless stell of cutter head made with food-grade electrolysis technology is durable and has excellent mixing ability, allowing the pulp to be quicklone button blendingcleaning simple button touch. <number> ml capacity when cleaning, just put an appropriate amount of water in the cup and press the button to automatically clean. this can save you a lot of trouble.","nice product i recommend to buy,do not buy!! defective product,wast of money,very very bad portable,waste of money its not working properly","i liked that it is so convenient to carry,waste of money. defective product, cheap quality. doesnt blend at all,httpsm.media-amazon.comimagesi71 ivsjyz13 l.sy88.jpg,first charge problemsecond motor proble,httpsm.media-amazon.comimagesi61 axxxixpwl.sy88.jpg",https://m.media-amazon.com/images/I/417TQs3uroL._SX300_SY300_QL70_FMwebp_.jpg
1416,ambrane unbreakable <number> a fast charging braided type c cable <number> meter supports qc <number>.0 charging,"compatible with all type c enabled devices, be it an android smartphone mi, samsung, oppo, vivo, realme, oneplus, etc, tablet, laptop macbook, chromebook, etcsupports quick charging <number>.0 unbreakable made of special braided outer with rugged interior bindings, it is ultra-durable cable that wont be affected by daily rough usageideal length it has ideal length of <number> meters which is neither too short like your typical <number> meter cable or too long like a <number> meters cable","good product,strong and powerful,useful product.,very nice product,good ,good,usb,strong buid , study design , charging speed","quality is ok ok only,well go for it good cable,useful product in this price.,very nice,good,charging speed supports up to <number> v,product quantity is excellent but very slow charging,cable is absolutely good looking , strong , durable. but not support fast charging as i expected , i checked speed with stopwatch , i am using realme phone , with my original realme <number> w charger and original cable the time takes to charge <number> to <number> is <number> sec. but with this ambrane cable it takes <number> min <number> sec to charge from <number> to <number>.little disappointed with charging speed , overall product is goodhope this review help you guys !",https://m.media-amazon.com/images/I/41rbKciLrcL._SX300_SY300_QL70_FMwebp_.jpg
1417,"cablet <number> inch sata usb <number> hddssd portable external enclosure for <number> mm and <number> mm, tool-free design, supports uasp max <number> tb","ideal drive enclosure for work- the cablet <number> inch usb <number> enclosure with durable strip appearance and classic black colour with the advantage of easy to clean. hold the <number> enclosure in the office, just connect your pc, desktop, mobile and other devices, plug and play.wide compatibility enclosure- the <number> hddssd enclosure can support <number> inch <number>-<number> mm hddssd up to <number> tb for any brand hard drive with sata iiiiii port. also compatible with windows, linux and mac os systems, compatible with wd, seagate, samsung, ps4, tv, and other devices.usb3.0 <number> gbps enclosure- adopting with usb <number> interface and uasp accelerated transmission protocol supported, the <number> hddssd enclosure can help with the data transfer rate up to <number> gbps, about <number> faster than traditional usb data port, transfers <number> g file in <number> seconds, no data delay.easy to use, plug and play- from installing to using only few seconds slide off the back cover of the hard drive reader, insert the hard drive tightly and close the lid, connect attached cable to your devices, then you can open files, play videos, back up data, etc. support hot swap. note please format the new hard disk before using it. when use finished, eject the drives then unplug the cable. do not unplug the cable halfway to avoid data loss.shock-proof performance- enclosed with a shock-proof sponge pad, enhance the protection of the hard drive effectively and keep it steady.","awesome,good product,product reviews ...,best in budget,very good according to price,nice product data transmission rate is <number> to <number> mbs,works well. east to install hdd in this. will recommend,very nice product and easy install use","good,good product,good product ....,previously i was thinking of buying the orico one but now i think buying this was a good decision, no cons till now., good build quality easy to use looks good great transfer speed,does all it says, great product for the price.,nice and value for money",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41YEYCsXI8L._SX300_SY300_QL70_FMwebp_.jpg
1419,"noise colorfit pro <number> alpha bluetooth calling smart watch with <number> amoled display, tru sync, <number> hz refresh rate, instacharge, gesture control, functional <number> digital crown","<number> amoled display see your world in utmost clarity on the <number> amoled display with <number> pixel resolution.always on display take your pick from a plethora of always on display watch faces and see your day unfold.functional crown navigate your way through a series of features with ease, thanks to the fully functional digital crown.tru sync get the best-in-class calling experience with the tru sync feature that ensures a stable and fast connection every single time.noise buzz stay connected with the world throughout the day via the noise buzz feature that gives you access to a dial pad, call logs and the option to save up to <number> contacts.gesture control cover the screen with your palm to turn it off and double-tap it to turn it back on.7-day battery with instacharge use your watch for <number> days straight and juice it for another <number> hours in just <number> minutes of charge.","tap to wake up issue,such a amazing watch.use full gestures.,great but hand wash screen off problem,restart problem,nice product. go for it.,super smooth experience,dont buy. keeps restarting everytime a call arrives.,highly recommended","sometimes tap to wake up screen work. little bit lag in touch screen.,httpsm.media-amazon.comimagesi81 rap1 kgbrl.sy88.jpg,nice productsbut hand wash screen off problemre-start problem,automatic restart problem,for the first time, i purchased a smartwatch. seen many smartwatches for the last <number>-<number> months. seen many brands with price ranging from rs. <number>- to rs. <number>-. this is very recently launched.pros-quite nice product. bought it for rs. <number>-.amoled screen - enough brightness.nice features.bt call volume above average.so far fully satisfied.many features are yet to be explored by me.cons- sometimes bt connection may get broken, not very often.more i will write after few weeks.",https://m.media-amazon.com/images/I/4123OnLZCFL._SX300_SY300_QL70_ML2_.jpg
1420,lonaxa mini travel rechargeable fruit juicer - usb electric fruit vegetable juice blendergrinder for home and office use,"the usb personal portable blender is equipped with a built-in <number> mah rechargeable battery, which is universally compatible with all usb ports, including mobile power supplies, computers, laptops, and other usb devices. the capacity is <number> ml. it is suitable for indoor and outdoor activities, exercise, travel, work, and carry it with you!","nice product as expected...,very good quality love it,its leaking product as small gap,product is so amazing,the colour was dull.,pretty good.,user friendly,i buy a product but in using of twice the product is not working iam totally unsatisfied of this","easy to make milkshakes and diet smoothies..useful.,very good quality ,this product is very helpfull amd backup is good,the mixer was split throughout the blender.,easy to clean, portable, easy to carry and easy to use or traveling..,good for travelling",https://m.media-amazon.com/images/I/51V0CstI47L._SX300_SY300_QL70_FMwebp_.jpg
1422,"portronics key2 combo multimedia usb wireless keyboard and mouse set with <number> ghz wireless technology, soft silent button, compact size",<number> ghz wireless technology,"affordable product but poor design,amazing,just barely serves the purpose of the wireless keyboard and mouse.,if your budget <number> k - best of best,good comfurt,very useful ,very compact easy to carry,its really good","quite affordable but got a few issues-just got one usb connector that connects both mouse and keyboard. what if someone wanted to use them separately-mouse sleeps after a long time and you have to press a key in keyboard inorder to make the mouse active again,amazing i really really like it, this keyboard or mouse using daily feel good and more interest at work to do,i bought this for daily use for my <number> devices but since has only one receptor so it can only be used with either kvm or single machine at once.also the battery hole on the keyboard will only accomodate lr06 aa batteries only and is not even suitable for the normal aa batteries so you will have to have <number> differnet kind of batteries for both the mouse and the keyboard.also, there is always a lag in the typing of the keyboard its not as efficient, like if i press <number> keys pretty quickly one after the other so either it will pick only one key stroke or the second key stroke before the first one.yes this combo is pretty good if you are going to have a normal usage at home with just one pc in place then it is one of the most worth the money products but for all rest and regurous usage this will not satisfy the needs and you would need to go higher ranges of combo.,prosbuilt quality.design.mouse design and accuracy.consseems small keyboard, no num pad. same as apple keyboard size.if your budget under1500, go for it.,smooth key press,there should be a switch button,device is very good, suitable for travelers,i like the size of the product and operation.easy to fit in the laptop bag evencarry for presentations outside to operate from a distance",https://m.media-amazon.com/images/I/41bX3o-ZHqL._SX300_SY300_QL70_FMwebp_.jpg
1423,avnish tap water purifier filter faucet <number> layer carbon activated dust chlorine remover water softener for drinking cartridge alkaline taps for kitchen sink bathroom wash basin,"pva non-woven zeolite maifan stone calcium sulfite natural coconut shell activated carbon pva non-woven, six layers of water filtration, absolutely safe,no secondary pollution, non-toxic.compact handy, suitable for all kinds of round taps,with a fixing ring, the water will not fall and will not leak.uniform size of the filter holes, you dont have to worry about splashing, it has the functions of filtering, splash-proof and water-saving.removes heavy metals from chlorine and other impurities in the water, improves the quality of the water, makes the water sweeter and safer.used in home kitchen, bathroom and any place you need.package contain - pack of <number> water filter faucet multi colour.","filter not effective,the best water purifier,worth for money,best water purifier,sheer waste of money,fits well for kitchen faucet,lousy product,waste of money","filter not effective,the best water purifier i have ever seen. it purifies the water and their is no impurities present in it. i have used other products but this is the best. the quality is also very good and durable . highly recommended,im literally value for money very easy to install everything written on the description box also its budget friendly .,value for money and easy to install,this thing doesnt hold on to the tap even if you use the attachments given. the screw cannot be tightened and as such it does not hold on to the tap. once the tap is opened it slips and falls away. a very cheap product and i am unable to return it now.,filters well,extremely poor quality with no manufacturers identity. useless product. i advise everyone to not buy this product.,dont buy this product, dont serve the purpose",https://m.media-amazon.com/images/I/41jJsvzPK0L._SY445_SX342_QL70_FMwebp_.jpg
1424,remote control compatible for amazon fire tv stick remote control <number> rd gen from basesailor,"compatible with fire tv stick lite, compatible with fire tv stick <number> nd gen and later,compatible with fire tv stick <number> k,compatible with fire tv cube <number> st gen and later, and compatible with amazon fire tv <number> rd gen, pendant design.control your compatible tv, compatible with soundbar, and receiver with dedicated power, volume, and mute buttons.not compatible with fire tv stick <number> st gen, or fire tv edition smart tvs.just press and ask alexa to easily find, launch, and control content.get to your favorite content quickly with preset app buttons for prime video, netflix and amazon music.","some buttons not working in first week of purchase,good,4,must buy product,quality of product is wonderful,very bad experience as i have received a working remove and not being able to return it,orignal product,good product and good customer service","some buttons not working in first week of purchase. quality not upto the mark.,httpsm.media-amazon.comimagesi61 yee372 yjl.sy88.jpg,works as expected.,good product with great compatability with firestick,liked the utility, build and finish,its not working moreover not being able to initiate returnrefund after so many tries,httpsm.media-amazon.comimagesi61 qadvokxnl.sy88.jpg",https://m.media-amazon.com/images/I/31-J+oOnb8L._SY300_SX300_.jpg
1427,"kitchengenixs mini waffle maker <number> inch- <number> watts stainless steel non-stick electric iron machine for individual belgian waffles, pan cakes, paninis or other snacks","more than waffles make your favorite breakfast classics, or get creative with waffled hash browns, cookies and even biscuit pizzas. any batter will waffle into single serving portions. great for families or on the go.mini is mighty with a <number> nonstick cooking surface, this is a must-have for that first apartment, smaller kitchen, college dorm, or camperrv and stores easily in a kitchen cabinet or drawer.mini is mighty with a <number> nonstick cooking surface, this is a must-have for that first apartment, smaller kitchen, college dorm, or camperrv and stores easily in a kitchen cabinet or drawer.waffly easy simply plug it in and go the waffle maker heats up in minutes. dual non-stick surfaces provide an even cook for consistent results and delicious golden waffles every time. nonstick surfaces make cleanup a snap.non stick thick waffle maker pan you can experience non stick cooking wit this waffle maker gas, this waffle making machine offers rich thick belgian baffles.durable and energy efficient kitchengenix brand is known for high quality material, we never compromise with quality and assure you great quality waffles maker.","easy to carry,nice product,handy and easy to use,best,very easy to make waffle. best product from amazon,easy to make,disappointed,very gud n very easy make waffers i love it this produt","really easy to carry and to make waffle in it at a reasonable price,the product is really good...small in size and very easy to use..easy to clean,very easy to use waffle maker i have small kitchen so this one was best for me its ready to use within <number> min and waffles takes <number> to <number> min to bake properly crisp. the batter should be in right proportions and temperature to have a perfect waffles .now my kids enjoy waffle in his tiffin box too. nonstick coating , light indicator, <number> watts h,heat resistant this all are best features of this mini waffle maker,must buy it. best product. it makes waffle so tasty. my son like it very much. it makes waffle in a very less time. also we can make many other things on it like cookies, biscuits, sweets and many more,my kids are very happy.... thankyou amazon,got this waffle making machine its is very to easy to make an waffle at your homequlity is quite good as well,mini waffle maker very useful awsome produt....",https://m.media-amazon.com/images/I/41wOaCtfCZL._SY300_SX300_QL70_FMwebp_.jpg
1428,"agaro lr2007 lint remover, rechargeable, for woolen sweaters, blankets, jackets, burr remover, pill remover from carpets, curtains","efficiently removes fabric fluff, fuzz, bobbles, pills, burr or roye from all types of garments, fabrics and restores to a fresh look5 w motor with <number> rpm ensures quick and smooth removal of lints3 leaf stainless steel blades eliminates the lint smoothly and prevents the fabric from getting damagedrechargeable lithium ion battery gives <number> minutes of cordless use with <number> hours of rechargethe smart safety features ensures the device to work only once the steel mesh cover is properly and tightly fitted to avoid injury","good product, removes lint efficiently.,good product. does job well.,a recommended product,easy to use,good product,the product is very useful thanks to agaro,good lint remover,nice product","i have been using this product from past few days, and it removes lint very efficiently. very handy to use. however, sometimes some lint remains below blades and not completely expelled, but after cleaning it works fine. overall, ill be giving it <number>-star.,a good product,would recommend to purchase a branded product than a non branded product,really like the product,overall good product,agaro is the best,its a nice product working just fine without any issues and built quality is nice as well,wireless product",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/4171TGwCHvL._SX300_SY300_QL70_FMwebp_.jpg
1429,"ibell induction cooktop, <number> w with auto shut off and overheat protection, bis certified, black",induction cooktop with press button control and high quality crystal glasscertified by bureau of indian standards is <number>-<number>-<number> <number> induction cooktop with press button control and high quality crystal glasscertified by bureau of indian standards is <number>-<number>-<number> <number> super wide voltage adaptability and with multifunctionsauto shutoff safety protection and overheat protectionhigh quality coils2 year warranty <number> year standard warranty <number> year additional warranty on free registration. warranty registration should be done within <number> days from the date of purchase.,"it is nice ..and user-friendly,really great product,nice and easy to use,good for light usage,overall a valuable product in this range.,good,nice product,nice product","good looking with a special design and look attractive...and user-friendly..,httpsm.media-amazon.comimagesi71 tjszm1 jl.sy88.jpg,simple but very good,light weight item. good for light usage.,i have first time buy iball product, but product has good as expected. overall a valuable product in this range.thank you iball and amazon.,as expected.easy to operate.,easy to use,nice product, easy to use, easy control",https://m.media-amazon.com/images/I/41mZWS7bb+L._SX342_SY445_.jpg
1430,vapja portable mini juicer cup blender usb rechargeable with <number> blades for shakes and smoothies fruits vegetables juice maker grinder mixer strong cutting bottle sports travel outdoors gym,"usb rechargeable great portability the personal blender has a built-in <number> mah usb rechargeable battery which can be easily charged by power bank, computer or other usb power source. the blender can be fully charged within <number> hours and serve up to <number> cups of drinks. the on the go blender, comes with <number> ml capacity and only <number> g product weight, can fit in any kinds of bags. its easy to carry around in any circumstances such as working, travelling, and chilling at home.advanced tips on blending afully charge the blender after receive it and always recharge it after using. bbefore blending make sure not adding overloaded ingredient up to <number> of the cup then add some wate or other berverage <number> to the blender cup cwhile blending turn the blender up side down before starting it. after the blades start to rotate, flip the blender back as well as shaking the bottle. the correct operation can prevent blade stuck and provide a better blending result.powerful effective the juicer cup is equipped with <number> pcs <number> stainless steel blades with <number> w rated power motor and <number> rated voltage. with a higher level of rotation frequency about <number> times per minutes, it only takes <number> seconds to bring you fresh smoothie, proteinmilk shakes, fresh juices, baby food etc. please cut fruitsveggies into small pieces for a better blending result. the mini blender will not work on large ice cube.one-button operation cleaning press down the button for <number> seconds to turn on the blender. if you see the button is blinking while blender not turning on, checkout if the bottle and the base are tightened and make sure the blade is not stuck. the mini blender is easy to clean by adding water and long press the power button to start the self-cleaning mode. do not soak the whole blender into water for safety concern.unique appearance user-friendly designbeautiful and elegant private mold design, small size, wireless, usb rechargeable, and portable design make it a personal travel mixer. the charging port at the bottom and the silicone plug make it water-proof.","as smooth as it can and as fast as possible,wrost product","tried for two days good experience and great product with excellent quality with fast and powerful blades,please dont buy this product as it is not all useful it got broken while washing totally money wastage please dont buy",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/411S8WHOsXL._SX300_SY300_QL70_FMwebp_.jpg
1431,"zuvexa usb rechargeable electric foam maker - handheld milk wand mixer frother for hot milk, hand blender coffee, egg beater","the food taste stainless steel whisking head is removable and simple to clean. the frother wand has an easy and pleasant grip and is constructed of food-grade abs. the internal strong, low-noise motor increases rotation speed without upsetting your family, giving you a peaceful morning.there are <number> interchangeable, multipurpose whisks available. to create the ideal milk foam for your morning and afternoon coffee, use the spring whisking head. additionally, the balloon whisking head aids in beating eggs and light whipped cream.the built-in <number> mah rechargeable lithium battery powers the portable milk frother, eliminating the need for additional batteries and saving you money. additionally, a simple android usb cable that takes <number> hours to completely charge is included.to activate the blue light on the coffee frother, press the onoff switch. as you keep pressing the onoff button, the speed will alternate between low, medium and high. to get the best frother effect, you may pick from a variety of speeds. due to the strong motor of the frother, please put it in a tall bottle or deeper container to prevent coffee or milk splashes.advanced mixing pulse technology, which is less noisy and more robust is used in this milk foam maker. stylishly designed in black to blend with any kitchen and appear sophisticated. to turn on or off, simply push the button. foam may be made for coffee all types of milks, cream, cappuccinos, matcha lattes and hot chocolate with ease.","little kitchen helper,an amazing product,very good product nice to use,handy gadget!,easy to use and carry great product ,best product,light weight,will definitely save your time....","the first time i tried it send the eggs and the milk cream all over the kitchen. big mess so i suggest that you try it with water in a cup or bowl to get the feel of it. then you will fall in love with this gadget. easy to clean just rinse under the tap. the charge holds up just about for a job so you dont burn or heat up the motor. frothing for a cup of coffee or creaming eggs for a fluffy omelette is easy peasy. flimsy for ruff use but hey you cant complain for the price your paying.,this is nice for people who wishes for a durable device to blend and whisk their eggs , coffee, milk , etc for a luxurious vibe. nice as it doesnt operate on battery but electric charge. i feel the price might look steep, but otherwise the product is a <number>,good product and easy to use and it very reasonable price i loved this product but it think that they have to increase the capacity of battery power except this all is good,its a good handy product. works well and is easy to use. it will definitely make your work in kitchen simpler.,the product was easy to use and reachable in few minutes,useful product very good ,easy to use excellent,value for moneynd easy to use",https://m.media-amazon.com/images/I/41714O1hnmS._SY300_SX300_QL70_FMwebp_.jpg
1432,"wzatco pixel portable led projector native <number> p with full hd <number> p support <number> lumens <number> large screen projector for home and outdoor compatible with tv stick, pc, ps4","small size but powerful effects <number> upgraded pixel projector provides clear and true-to-life images that are <number> brighter than other similar projectors on the market. this tiny projector with <number> x4.7 x2.9 small size and <number> grams light weight, can be easily put in your handbag for traveling, camping or other locations. really portable projector used for family leisure. discover the world with pixel! pixel represents a new generation of mini projectors specially designed to enrich your big screen viewing experience. this projector is built using advance construction materials which are only seen in high end projectors. pixel is <number> st mini projector to offer ltps lcd technology which greatly enhances the image quality. ltps display can restore complex details which are not seen on tft or ips display projectors. large projection size <number> inch large projection screen brings an immersive viewing experience. it allows you to enjoy the happy home theater time with your family both indoor or outdoor. the outdoor projector provides a projection size from <number> inch to <number> inch with the projection distance between <number> ft to <number> ft.multiple devices connection wide application equipped with hdmi, usb, and av interfaces, pixel projector works perfectly with smartphones, ipads, laptops, tv boxes, dvd players, ps4, usb flash disks etc. it can be applied to home theaters, video games, parties and outdoor activities. when connect with phone, please purchase an extra hdmi adapter.1 year warranty technical support we offer quick reply within <number> hours, <number>-year product warranty and a lifetime after-sales service. wzatco india professional team offers you <number> satisfaction guarantee. just feel free to try!","beat projector for good price,value for money,excellent,wow!!! just wow!! ,recently purchased and started using from yesterday,its beautiful, premium portable useful gadget,brightness is excellent.,experience","good projector for this price range...nice picture quality.. stylish design and finishing also good but low audio volume.its better to use extra speakers...,good quality for the price,it was amazing to see it in big picture at home.. and the pixel projector was rocking... but one thing we can enjoy the big picture well in minimal or no light....,the projector is soo good for a small home theatre!! the video output is damn good from a small device!!! connected it with my amazon fire stick!! im really satisfied with the purchase! ,i will put a detailed review after a month. however at first glance, this product is worth for <number> rupees you pay.,i give <number> out of <number> star because resolution is <number> p.",https://m.media-amazon.com/images/I/41p+lllC3HL._SY300_SX300_.jpg
1433,"figment handheld milk frother rechargeable, <number>-speed electric frother for coffee with <number> whisks and coffee decoration tool, coffee frother mixer, crescent enterprises vrw0.50 bk","rechargeable multi-function milk frotherthe milk frother comes with two whisk-heads attached to the handle - the spring whisk-head is for making milkcoffee foam, the balloon whisk-head is for beating eggshigh qualitythe product is made of food-grade <number> stainless steel and abs the rechargeable built-in lithium battery is powerful and can help you make things faster and more efficient - you can make a full cup of milk foam in about <number> secondsdetachable designthe two whisk-heads are detachable, so it is easy for you to change, clean and storeone-touch operation and three-staged speedit is very easy for you to operate our milk frother just push the switch button once for stage <number> - low speed, twice for stage <number> - medium speed and three times for stage <number> - high speed if you push the switch button for <number> seconds, the power will be turned off","nice product,not as effective as claimed, just an average product..,good product,bribing people for <number> star rating,most worst machine i have ever seen,just wow","value for money,not as effective as claimed, just an average product, built quality medicore.,good, very good product, very easily to use good working. but charger cable is very vary short. i lick this.,the product is that good as the rating show it to be and the reason for it is , that the seller is bribing people for <number> ruppee paytm cash and rating them <number> start , this is cheating .the quality of the product was not up to the mark and it didnt work after <number> days,worst,rechargeable....3 speed modes and it gives perfect and creamy froth..value for money <number> percent",https://m.media-amazon.com/images/I/51oN+8Zs5YL._SY300_SX300_.jpg
1434,multifunctional <number> in <number> electric egg boiling steamer egg frying pan egg boiler electric automatic off with egg boiler machine non-stick electric egg frying pan-tiger woods,egg frying pan,"amazing! value for money!,very easy to use,2 in <number>,good product,easy to clean,good product to buy and use,easy to operate that is simple process,worth","worth buying for eggetarians,working great so far!value for money!<number> stars as wire is very short in length!,i like this product and it is worth for money,very good item,value for money,easy to use,easy to use and easy to handle,it is awsome product,good qualility,good product. its very nice",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51IE+nI0KGL._SY300_SX300_.jpg
1435,"white feather portable heat sealer mini sealing machine for food storage vacuum bag, chip, plastic, snack bags, package home closer storage tool random colour",designed with ease of use in mind - place edge of poly or mylar bag in your sealer and slowly pull the bag throughairtight seal - create airtight seal and prevent your food from tasting bland and stale and lock in freshness and flavor. also safely pack cosmetics when travelingprofessional heat sealer will easily reseal original plastic bags so food will stop being exposed to dust and bacteria. store food in original packaging help save the earthprofessional heat sealer will easily reseal original plastic bags so food will stop being exposed to dust and bacteria. store food in original packaging help save the earth2 aa batteries required not included,"very useful product and value for money,not working,dont buy,valuable product,not working useless product,return","very useful product and value for money,its not working,dont buy,we vacuum-sealed ground beef, walnuts, raspberries, pork chops, crackers, and chips to test for suction capability, sealing strength, and ease of use.,tried many times but still not working useless",https://m.media-amazon.com/images/I/31O1Y16P8xL._SY300_SX300_QL70_FMwebp_.jpg
